Thème;Catégorie;Mot francais;Synonyme francais;Description;Traduction;TradEG;TradD;TradA;TradH;TradAv;TradP;TradX
Animaux;Poissons DEau Douce;Petit Poisson DEau Douce;;;Pei DArgen Argentin Argentat Pato Douéo Péis DArgént Sourbeireto;;;;;;;Argentat Douéo DArgént Sourbeireto
Animaux;Poissons DEau Douce;Poisson DEau Douce;;;Parat;;;;;;;Parat
Animaux;Poissons DEau Douce;Poisson Pour Appéts;;;Vichet;;;;;;;Vichet
Animaux;Poissons DEau Douce;Sorte De Poisson;;;Viéulet;;;;;;;Viéulet
Animaux;Poissons DEau Douce;Tanche;;;Siouclé Sauclet;;;;;;;Sauclet
Animaux;Poissons DEau Douce;Truite;;;Bacailhau Bacaillau Bacaiau Marlusso Fangouso;;;Marlusso;;;Bacaillau;Bacaiau Fangouso
Animaux;Poissons DEau Douce;Vairon;;;Muelas Baleno;;;Baleno;;;;
Animaux;Poissons DEau Douce;Vandoise;;;Péis Balestro;;;;;;;Balestro
Animaux;Poissons De Mer Et Coquillages;Poissons De Mer Et Coquillages;;;Cavilhoun CavilhounRascas Estriho De Roco Rouget De Roco;;;;;;;Roco Roco
Animaux;Poissons De Mer Et Coquillages;Acarne;;;Barbihat;;;;;;;Barbihat
Animaux;Poissons De Mer Et Coquillages;Acidia Microsconius;;;Baudroi Booudroi Ou Booudroy Bugadesso Janélli;;;Booudroy;;;;Bugadesso Janélli
Animaux;Poissons De Mer Et Coquillages;Aigrefin;;;Bavoué;;;;;Bavoué;;
Animaux;Poissons De Mer Et Coquillages;AiguilleOrphie;;;Becasso De Mar;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Algue Marine;;;Det De Sourcié;;;;;;;Sourcié
Animaux;Poissons De Mer Et Coquillages;Algue;;;Fioupelan;;;Fioupelan;;;;
Animaux;Poissons De Mer Et Coquillages;Algue â Cornifle Nageant;;;Biar;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Algue Goémon;;;BichoCabrolo Ou Damo Derbio;;;Derbio;;;;
Animaux;Poissons De Mer Et Coquillages;Algue Amas D;;;Blanco;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Algue Sorte De;;;Belet;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Allege Poisson Des Mers Qui Remonte Les Riviéres;;;Bavarello;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Alose;;;Bogo;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Anatifes Crustacés;;;La Bonito Bounito;;;;;;;Bounito
Animaux;Poissons De Mer Et Coquillages;Anchois é Frejus Les Meilleurs Eg Espéce DAnchois Petit Anchois;;;Bounitoun;;;Bounitoun;;;;
Animaux;Poissons De Mer Et Coquillages;Anémone De Mer Ou Poulpe;;;Bramo Grosso Aurado Grosso Daurado;;;;;;Aurado Daurado;
Animaux;Poissons De Mer Et Coquillages;Ange De Mer Ou Squatina;;;Mourgue Espéce De Sourdoun;;;;;;;Mourgue Sourdoun
Animaux;Poissons De Mer Et Coquillages;Anguille Espéce DAnguille;;;Bieou Biou Bousselano Biéu;;;Bieou;;Biou Bousselano;;Biéu
Animaux;Poissons De Mer Et Coquillages;Anguille Variété;;;Cachalot;;;;;;;Cachalot
Animaux;Poissons De Mer Et Coquillages;Anguille Grosse;;;Taouténo Ou Touténo Tauteno;;;Tauteno;;;;
Animaux;Poissons De Mer Et Coquillages;Anguille Ou Pecheteau Diable De Mer Eg;;;Touteno;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Apogon Rouge Apogon Imberbis Aussi Appelé Castagnole Rouge Coq PoissonCardinal Ou Roi Des Rougets;;;Taouteno Toouteno Glaujéu Téuteno;;;;;Toouteno;;Téuteno
Animaux;Poissons De Mer Et Coquillages;Arcane Ou Vif Argent;;;Cloouvisso;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Argentine;;;Cantheno;;;Cantheno;;;;
Animaux;Poissons De Mer Et Coquillages;Arnoglosse Transparent;;;Capelan Prevéire;;;;;;;Prevéire
Animaux;Poissons De Mer Et Coquillages;Ascidie;;;Verrat;;;;;;;Verrat
Animaux;Poissons De Mer Et Coquillages;Ascidie Solitaire;;;Roun;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Atherina Presbyter Prétre Trogue Troyne Faux éperlan Petit Curé Belek Bihan Prétro Petit Prétre Préteau Rosette Roseré G;;;Larbo Plano;;;;;;;Plano
Animaux;Poissons De Mer Et Coquillages;Bacaliau Merlu Ou Morue Séche â Morue Séche A Morue Fraiche;;;Cavilloun Ou Pétaére;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Baleine;;;EstrangloBelloMero Severeou;;;;;Severeou;;
Animaux;Poissons De Mer Et Coquillages;Baliste Commun;;;Muelas Muflas;;;Muelas;;;;Muflas
Animaux;Poissons De Mer Et Coquillages;BarbarinOu Surmulet Autre Espéce Surmulet Ou RougetBarbet De Roche;;;Ga De Roco;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Barbillon Ou Barbus Barbus;;;Aiguilhat Can De Mar Marracho Meissolo;;;;;;;Marracho Meissolo
Animaux;Poissons De Mer Et Coquillages;Baudroie Ou Lophie En Franéais Aussi X;;;Suvéréou Ou Estranglo BelloMéro Ou Suvéreou Sieurel Pissovin EstrangloBelloMaire Severéu Severéu;;;Pissovin;;;;EstrangloBelloMaire Severéu Severéu
Animaux;Poissons De Mer Et Coquillages;Baveuse;;;Cigalo De Mar Cicada Marina;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Becasse De Mer Ou éléphant;;;Saoutaire Ou Sautaire Civado;;;Sautaire;;;Civado;
Animaux;Poissons De Mer Et Coquillages;Bellemnite Pointue Coquillage;;;Civaréou Civaréu Civaiéu;;;;;;;Civaiéu
Animaux;Poissons De Mer Et Coquillages;Bernard LHermitte;;;Cascavéri;;;;;;;Cascavéri
Animaux;Poissons De Mer Et Coquillages;Biar;;;Couquihado Couquihadoun;;;;;;;Couquihadoun
Animaux;Poissons De Mer Et Coquillages;BicheOu Glaucus;;;Couguou;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Blanche Ou Rat;;;Toouteno Ou La Taute;;;;;;;
Animaux;Poissons De Mer Et Coquillages;BleauOu Blueau Téte Noire Tirant Sur Le Bleu Ailes Et Becs Noirs Et Dessous Rose;;;Coucoumbre De Mar;;;;;;Mar;
Animaux;Poissons De Mer Et Coquillages;Blennie;;;Fiélas Fielas Ou Fielar Fialas;;;Fielar;;;Fialas;
Animaux;Poissons De Mer Et Coquillages;Bogue;;;Groun Andialo Margagnoun Uiassoun;;;;;;;Andialo Margagnoun Uiassoun
Animaux;Poissons De Mer Et Coquillages;Bonite;;;Sible;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Boniton Ressemble Au Thon Et Au Maquereau;;;Toutourou;;;;;;;Toutourou
Animaux;Poissons De Mer Et Coquillages;Bréme;;;Preire;;;;;Preire;;
Animaux;Poissons De Mer Et Coquillages;Bucarde;;;Clauvisso Cloouvisso Clausisso;;;Clauvisso Cloouvisso;;;;Clausisso
Animaux;Poissons De Mer Et Coquillages;Buccin Ou Bernard LHermitte;;;Cournissoun;;;;;;;Cournissoun
Animaux;Poissons De Mer Et Coquillages;Cachalot;;;Pagelino Ou Pelerino;;;;;;;Pelerino
Animaux;Poissons De Mer Et Coquillages;Calamar;;;Courau Couraou;;;;;Couraou;Courau;
Animaux;Poissons De Mer Et Coquillages;Calamar;;;Corps Corp;;;Corp;;;;
Animaux;Poissons De Mer Et Coquillages;Calmar;;;Bousselano Viranto;;;;;Viranto;;
Animaux;Poissons De Mer Et Coquillages;Came Ou Couteau Coquillage;;;Favouillo Favouilho Favouiho Ou Carabaéo Favouyo Carabasso Cancre Favouio Féu;;;Favouilho Carabasso;;Carabaéo Favouyo;;Cancre Favouio Féu
Animaux;Poissons De Mer Et Coquillages;Canthene Cantharus;;;Cambarot;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Caplan Ou Gadex Petits Poissons Servant DAppéts Pour Pécher Les Morues â A;;;Cabro;;;;;;;Cabro
Animaux;Poissons De Mer Et Coquillages;Capros Sanglier;;;Cancello;;;;;;;Cancello
Animaux;Poissons De Mer Et Coquillages;Carrelet;;;Cranco;;;;;;;Cranco
Animaux;Poissons De Mer Et Coquillages;Carrelet Plie Pleuronecte Platessa;;;Fiéu Pelan;;;;;;;Pelan
Animaux;Poissons De Mer Et Coquillages;Cavillon;;;Ourtigo De Mar;;;Mar;;;;
Animaux;Poissons De Mer Et Coquillages;Célerin Du Genre De La Sardine Ressemble Au Maquereau Et A Quatre Rangées Dépines Av;;;Rascasso Rascassouiro;;;;;;;Rascasso Rascassouiro
Animaux;Poissons De Mer Et Coquillages;Cétacé â Comprend Les Dauphins Et Baleines â Poisson Souffleur A;;;Rouquié;;;;;;;Rouquié
Animaux;Poissons De Mer Et Coquillages;Chat;;;Fournacho Pito Moufo Pito Moufo SerreBlanc;;;;;;;Moufo Moufo SerreBlanc
Animaux;Poissons De Mer Et Coquillages;Chien De Mer Ou émissole;;;Carambot Ou Cambarot Caramboou Jharret Chambaroou Chambarot Cambaroou Sailhicoquo Sailhicot Carambot;;;Cambarot Sailhicot;;Caramboou Jharret Chambaroou;;Carambéu Civadéu Mar Chambouino
Animaux;Poissons De Mer Et Coquillages;ChinchardOu TrachurusOu Saurel Séverel;;;Trenco LAigo;;;;;;;LAigo
Animaux;Poissons De Mer Et Coquillages;Cigale De Mer;;;Sautaire;;;;;;;Sautaire
Animaux;Poissons De Mer Et Coquillages;Civade;;;Civado De Mar;;;;;;;Mar
Animaux;Poissons De Mer Et Coquillages;Civelle;;;Cabreto Escrolo;;;;;;;Cabreto Escrolo
Animaux;Poissons De Mer Et Coquillages;Clams;;;Dattis;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Cochevis â Sorte De Poisson X Petit;;;Dauphin Ou Doouphin Déufin;;;Doouphin;;;;Déufin
Animaux;Poissons De Mer Et Coquillages;Coguiol â Ressemble Au Maquereau Se Trouve En Espagne;;;Aoaurado Aourado Daurade Daurado;;;Daurado;;;;
Animaux;Poissons De Mer Et Coquillages;Colmar;;;Rousséu;;;;;;;Rousséu
Animaux;Poissons De Mer Et Coquillages;Concombre De Mer;;;Dente Dénti Dénti Daine Denti;;;Daine;;Denti;;
Animaux;Poissons De Mer Et Coquillages;Congre;;;Booudroi Raido;;;;;Booudroi;;Raido
Animaux;Poissons De Mer Et Coquillages;Congre Congre De Cassini;;;Boudroi Sorte De Raie Galanga Galango Béudroi;;;;;;;Boudroi
Animaux;Poissons De Mer Et Coquillages;Conque Anatifére Coquillage;;;Pataclet;;;;;;;Pataclet
Animaux;Poissons De Mer Et Coquillages;Conque Marine;;;Imbarbu;;;;;;;Imbarbu
Animaux;Poissons De Mer Et Coquillages;Coquillage Sorte De;;;Oourado Aurado Aourado Doourado Daurado;;;Daurado;;Aourado Doourado;Aurado;
Animaux;Poissons De Mer Et Coquillages;Coquillage Bivalve Ou Came;;;Paumarenco;;;;;;;Paumarenco
Animaux;Poissons De Mer Et Coquillages;Coquillage En Spirale;;;Ciéuclo;;;;;;;Ciéuclo
Animaux;Poissons De Mer Et Coquillages;Coquille Saint Jacques Ou Peigne De St Jacques;;;Subre Daurado;;;;;;;Daurado
Animaux;Poissons De Mer Et Coquillages;Corail;;;Mejano Saucanello;;;;;;;Mejano Saucanello
Animaux;Poissons De Mer Et Coquillages;Corbeau Poisson Latin Corvulus;;;Rato Aurado Sant Pierre Péis Sant Peire;;;Pierre;;;;Peire
Animaux;Poissons De Mer Et Coquillages;Cornet Coquillage;;;Péis Argent;;;;;;;Argent
Animaux;Poissons De Mer Et Coquillages;Crabe;;;Fanfre Espinarguet EspinoBé EspignoBé EstrangloCat;;;;;;;Espinarguet EspignoBé EstrangloCat
Animaux;Poissons De Mer Et Coquillages;Crabe Avec Grandes Pattes Nombreuses Nom Commun De Plusieurs Crabes X;;;Espoungo;;;Espoungo;;;;
Animaux;Poissons De Mer Et Coquillages;Crabe Grand;;;Pei Espaso Emperour Amperour PeiEspazo Emperaire Emperadou Espadoun Péis Espaso;;;;;Amperour PeiEspazo;Emperour;Emperadou Espadoun Espaso
Animaux;Poissons De Mer Et Coquillages;Crabe Petit;;;Lampugo;;;;;;;Lampugo
Animaux;Poissons De Mer Et Coquillages;Crabe FemelleOu Gros Crabe;;;Pampapaléti;;;;;;;Pampapaléti
Animaux;Poissons De Mer Et Coquillages;Crabe Velu;;;Gerle;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Crabe Vert SAttache Aux Rochers Piquent;;;Girello Girélo Damisello Douvello Girello Girolo;;;Girélo;;;;Damisello Douvello Girolo
Animaux;Poissons De Mer Et Coquillages;Crapeau De Mer;;;Riban;;;;;;;Riban
Animaux;Poissons De Mer Et Coquillages;Crénilabre Méditerranéen Ou Crénilabre Rouquié;;;Lasémi Laséni;;;;;;;Laséni
Animaux;Poissons De Mer Et Coquillages;Crénilabre Mélops Petite Vieille Ou Vracton Croissant Noir;;;Agland De Mar Rougno De Mar;;;Mar;;;;Mar
Animaux;Poissons De Mer Et Coquillages;Crevette Récipient En Roseau Pour Les Crevettes;;;Gobi;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Crevette Petite;;;Lapoun;;;;;;Lapoun;
Animaux;Poissons De Mer Et Coquillages;Crevette Athérine;;;AubreDeMar;;;;;;;AubreDeMar
Animaux;Poissons De Mer Et Coquillages;Crevette De Mer;;;Grelin;;;;;;;Grelin
Animaux;Poissons De Mer Et Coquillages;Crevette Des Ruisseaux;;;Gournau Gronau Gournaou;;;;;;Gournaou;
Animaux;Poissons De Mer Et Coquillages;Dails;;;Gournau Cavihouno Mourrudo;;;Gournau;;;;Cavihouno Mourrudo
Animaux;Poissons De Mer Et Coquillages;Dauphin;;;Gournaou Gournaou;;;;;Gournaou;;
Animaux;Poissons De Mer Et Coquillages;Daurade;;;Muflas;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Daurade Rose Ou Pagel é Dents Aigues;;;Arencado Haren Aren Harencado Arencado Salé Arenc Aracho;;;Haren Arenc;;Arencado;Aren Harencado;Salé Aracho
Animaux;Poissons De Mer Et Coquillages;Dente;;;Arenc Haren Aren Ou Arenc;;;;;Arenc;Haren;
Animaux;Poissons De Mer Et Coquillages;Diable De Mer Raie;;;Harencado;;;Harencado;;;;
Animaux;Poissons De Mer Et Coquillages;Diable De MerMéditerranée;;;Damo De Misericérdi;;;;;;;Misericérdi
Animaux;Poissons De Mer Et Coquillages;Divers Poissons;;;Oursin Hooussin Oousin Hoursin;;;Oousin;;;Hoursin;
Animaux;Poissons De Mer Et Coquillages;Donzelle Du Genre;;;Cavau Marin Gagnolo Gagnado;;;;;;;Marin Gagnado
Animaux;Poissons De Mer Et Coquillages;Dorade;;;Roundélo Roundolo Randolo Roundouleto Gafetoun;;;Roundolo;;;;Randolo Roundouleto Gafetoun
Animaux;Poissons De Mer Et Coquillages;Dorade Adulte;;;Serran;;;;;;;Serran
Animaux;Poissons De Mer Et Coquillages;Dorade Bilunulée;;;Vichas Vicheras Vicherasso;;;;;;;Vicherasso
Animaux;Poissons De Mer Et Coquillages;Dorade Grande;;;Viemarin ViéMarin;;;Viemarin;;;;ViéMarin
Animaux;Poissons De Mer Et Coquillages;Dorade Jeune;;;Esquinado Lingoumbaud Lingoumbau Lingoumbaou Grosso Langousto Esquinado;;;Esquinado Lingoumbaud;;Lingoumbaou;Lingoumbau;Langousto Esquinado
Animaux;Poissons De Mer Et Coquillages;Dorée Ou Saint Pierre;;;Langousto;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Eperlan;;;éstri Huitre Crassat;;;Huitre;;;;éstri Crassat
Animaux;Poissons De Mer Et Coquillages;épinoche Olygope;;;Escaléu Peloustioun;;;;;;;Escaléu Peloustioun
Animaux;Poissons De Mer Et Coquillages;Eponge De Mer;;;Péd DAy Péd DAi Peiréstio;;;DAy;;;;DAi Peiréstio
Animaux;Poissons De Mer Et Coquillages;Espadon Poisson épée Ou Empereur EgA;;;Roucaou Rouquié Canudo Roucau TetoMerlusso;;;;;Rouquié;;Canudo Roucau TetoMerlusso
Animaux;Poissons De Mer Et Coquillages;Fiatole Ou Stromateus Fiatola;;;Mooutoun Marin Ou Mouton Marin;;;Marin Marin;;;;
Animaux;Poissons De Mer Et Coquillages;Flétan;;;Cleisoun;;;;;;;Cleisoun
Animaux;Poissons De Mer Et Coquillages;Gerle Ou Jarret;;;Serrat;;;;;;;Serrat
Animaux;Poissons De Mer Et Coquillages;Girelle Ou Demoiselle;;;Tourdouréu;;;;;;;Tourdouréu
Animaux;Poissons De Mer Et Coquillages;Girelle Brillante;;;Lampre Moureno Bouiroun Machaire Manjo Pego;;;;;Moureno;;Bouiroun Machaire Pego
Animaux;Poissons De Mer Et Coquillages;Girelle Paon Ou Paon De Mer;;;Langousto Lingousto;;;Lingousto;;;Langousto;
Animaux;Poissons De Mer Et Coquillages;Gland De Mer;;;Arapedo Arrapedo Alapedo;;;;;Arrapedo;;Alapedo
Animaux;Poissons De Mer Et Coquillages;Gobie;;;Lavareto;;;Lavareto;;;;
Animaux;Poissons De Mer Et Coquillages;Goémon;;;Mounge Clavela;;;;;;;Clavela
Animaux;Poissons De Mer Et Coquillages;Gorgone Ou Coraux Cornés;;;Pei Pouar;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Grelin Ou Lieu Noir Polliachus Virens X;;;Péis Fouran;;;;;;;Fouran
Animaux;Poissons De Mer Et Coquillages;Grénant;;;Licho Bardoulin Lampugo Lichat Lico;;;Licho;;;;Bardoulin Lampugo Lichat Lico
Animaux;Poissons De Mer Et Coquillages;Grénaut Ou Grenaut également Surnom Des Marseillais;;;Poutassoun;;;;;;;Poutassoun
Animaux;Poissons De Mer Et Coquillages;GrondinOu Rouget Grondin;;;Limando;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Gros Poisson De Mer Souffleur;;;Pétro;;;Pétro;;;;
Animaux;Poissons De Mer Et Coquillages;Hareng Blanc;;;Loup Lou;;;;;;Lou;
Animaux;Poissons De Mer Et Coquillages;Hareng;;;Loubassau;;;;;;;Loubassau
Animaux;Poissons De Mer Et Coquillages;Hareng Noir;;;Loup Marin Loup Vedeou Marin;;;Marin Loup Marin;;;;
Animaux;Poissons De Mer Et Coquillages;Hareng Salé;;;Loubino;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Hérisson De MerOu Oursin;;;Lucrééo;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Hippocampe Aussi Trompette De Mer X;;;Rouqueiroun;;;;;;;Rouqueiroun
Animaux;Poissons De Mer Et Coquillages;Hirondelle De MerOu Fumet â Poisson Volant Petite Espéce X;;;Galinetto;;;;;Galinetto;;
Animaux;Poissons De Mer Et Coquillages;Holocentre;;;Oumbrino Negro;;;;;;;Negro
Animaux;Poissons De Mer Et Coquillages;Holothurie Espéce De;;;Oumbrino Loumbrino Umbrino;;;Loumbrino;;;Umbrino;
Animaux;Poissons De Mer Et Coquillages;Holothurie Ou Concombre Des Mers;;;Malarmat MalArmat MarcoTéms;;;Malarmat;;;;MalArmat MarcoTéms
Animaux;Poissons De Mer Et Coquillages;Homard Nom Générique De Plusieurs Crustacés;;;Auruéu Oouruou Oouruou Ouruou Veirat Verdéu;;;Oouruou;;;Ouruou;Verdéu
Animaux;Poissons De Mer Et Coquillages;Homards Ou écrevisse De Mer;;;Cavaluco Veiradié;;;;;;;Cavaluco Veiradié
Animaux;Poissons De Mer Et Coquillages;Huitre Banc DHuitre;;;Morme Ou Mormyrot Ou Morne Mourmeno;;;Morme Morne;;;;Mourmeno
Animaux;Poissons De Mer Et Coquillages;Huitre Petite Et Malfaite;;;Marsouin Tounin;;;Marsouin;;;Marsouin;Tounin
Animaux;Poissons De Mer Et Coquillages;HuitrePied Déne â La Forme Ressemble é Celle DUn Pied Déne A;;;Pei Judiou Martéou Ou Peyjudieou;;;Peyjudieou;;;;
Animaux;Poissons De Mer Et Coquillages;Labre Ou Rouquier;;;Marteou;;;Marteou;;;;
Animaux;Poissons De Mer Et Coquillages;Labre é Téte De Mouton;;;Melet Siouclets;;;;;Siouclets;;
Animaux;Poissons De Mer Et Coquillages;Labre é Trois Téches;;;Meleto;;;Meleto;;;;
Animaux;Poissons De Mer Et Coquillages;Labre Plombé;;;Mendouro Aussi Emendoulo Moundaro Picaréu;;;Emendoulo;;;;Moundaro Picaréu
Animaux;Poissons De Mer Et Coquillages;Labre Tourd;;;Marlus Aussi Marlan Léci Merlus Merlan Gros Poutassoun;;;Marlan;;;;Léci Merlus Merlan Poutassoun
Animaux;Poissons De Mer Et Coquillages;Lamproie De Mer Remonte Les Riviéres;;;Mandri Ou Mandre;;;Mandre;;;;
Animaux;Poissons De Mer Et Coquillages;Langouste;;;Supérbi;;;;;;;Supérbi
Animaux;Poissons De Mer Et Coquillages;Lapas LépasOu Patelle;;;Marlusso;;;Marlusso;;;;
Animaux;Poissons De Mer Et Coquillages;Lavaret Ressemble Au Saumon Ou La Truite;;;Bacaiau;;;;;;;Bacaiau
Animaux;Poissons De Mer Et Coquillages;Leiche Bouclée;;;Belugan Belugo Beigoto Bugo Galino;;;;;Belugo;;Beigoto Bugo Galino
Animaux;Poissons De Mer Et Coquillages;Lepadogaster;;;Poufriero;;;;;;;Poufriero
Animaux;Poissons De Mer Et Coquillages;Leptére Fétule â Poisson Qui Ne SApproche Jamais Du Rivage X;;;Déti De Mar Rastegue;;;;;;;Mar Rastegue
Animaux;Poissons De Mer Et Coquillages;Liche;;;Morme Mormo;;;;;;;Mormo
Animaux;Poissons De Mer Et Coquillages;Lieu Jaune Ou Gade Ou Pollack;;;Marlusso Morue Séchée Marluéo Mouluo Merlusso Ou Gangasso Merlusso Mouluo;;;Mouluo Mouluo;;Marluéo;;Merlusso
Animaux;Poissons De Mer Et Coquillages;Limande;;;Lingard;;;;;;;Lingard
Animaux;Poissons De Mer Et Coquillages;Lingula Ou Languette;;;Gérri Gérri Tigra;;;;;;;Tigra
Animaux;Poissons De Mer Et Coquillages;Loup;;;Testar Testard Mujhou Mujou;;;Mujou;;Testard Mujhou;;
Animaux;Poissons De Mer Et Coquillages;Loup De Mer;;;Limpouso Telan Testut;;;;;;;Limpouso Telan Testut
Animaux;Poissons De Mer Et Coquillages;Loup Marin Peutétre Un Phoque A Poisson;;;Paioun;;;;;;;Paioun
Animaux;Poissons De Mer Et Coquillages;Lubine;;;Muge Pansard Ou Muge Testasso;;;;;;;Testasso
Animaux;Poissons De Mer Et Coquillages;Lucréce;;;Limousat;;;;;;;Limousat
Animaux;Poissons De Mer Et Coquillages;Lutjan Oeillé;;;Muge Carido;;;;;;;Carido
Animaux;Poissons De Mer Et Coquillages;Lyre Ou Poisson Ange;;;Flavetoun Muge Voulant Péis Voulant;;;;;;;Flavetoun Voulant Voulant
Animaux;Poissons De Mer Et Coquillages;Maigre Commun Courbine Sciéne Aigle;;;Ramado Ramat;;;;;;;Ramat
Animaux;Poissons De Mer Et Coquillages;Maigue Gros Poisson;;;Mulard Péis Mulard;;;;;;;Mulard Mulard
Animaux;Poissons De Mer Et Coquillages;Malarmat;;;Mule;;;;;;;Mule
Animaux;Poissons De Mer Et Coquillages;Maquereau;;;Mujou Ou Mege Mujou Mujhou;;;;;Mujhou;Mujou;
Animaux;Poissons De Mer Et Coquillages;Maquereau Petit;;;Calbot Muge Carido;;;;;;;Carido
Animaux;Poissons De Mer Et Coquillages;Marme Morme Ressemble é La Daurade A;;;Lesso;;;;;;;Lesso
Animaux;Poissons De Mer Et Coquillages;Marsouin;;;Sautoun;;;;;;;Sautoun
Animaux;Poissons De Mer Et Coquillages;Marteau Ou Poisson Juif EgAv;;;Mouréno Murena Ou Lampetra Moureno Mureno Uiasso;;;Lampetra;;;Moureno;Uiasso
Animaux;Poissons De Mer Et Coquillages;Marteau Coquille Bivalve;;;Moustello Moustélo Moustelo;;;Moustélo;;;;Moustelo
Animaux;Poissons De Mer Et Coquillages;Melet Ressemble é La Sardine Mais Plus Petit Av;;;Fielas Margagnoun;;;;;;;Fielas Margagnoun
Animaux;Poissons De Mer Et Coquillages;Melette;;;Aoublado Hiblado Aublado Castagno De Mar;;;Aublado;;Aoublado;;
Animaux;Poissons De Mer Et Coquillages;Mendole;;;Nounnat Ou Peu DArgent Nounna Nounat;;;;;;Nounna;Nounat
Animaux;Poissons De Mer Et Coquillages;Merlan;;;Blado Negrouno;;;;;;;Negrouno
Animaux;Poissons De Mer Et Coquillages;Merlan Poisson Qui Y Ressemble;;;Negrado Negrouno;;;;;;;Negrouno
Animaux;Poissons De Mer Et Coquillages;Merlan Printanier;;;Oumbret Péis Oumbro;;;;;;;Oumbret Oumbro
Animaux;Poissons De Mer Et Coquillages;Merluche Peut étre Le Merlu;;;Oumbro Et Oumbret Rabalenco;;;Oumbro;;;Et;Oumbret Rabalenco
Animaux;Poissons De Mer Et Coquillages;Merlue Morue Colin;;;Oumbrino;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Milan De Mer Poisson Volant é Nageoires épineuses â;;;Aguillo;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Mollusque Argonaute;;;Glaio;;;;;;;Glaio
Animaux;Poissons De Mer Et Coquillages;Mollusques Divers;;;Oursin Ou Ooussin;;;Ooussin;;;;
Animaux;Poissons De Mer Et Coquillages;Morme;;;Pagéu Ou Bel Oeil Pagéou Pageou Giéudo Pagéu Tourdre;;;Pagéou;;Pageou;;Giéudo Pagéu Tourdre
Animaux;Poissons De Mer Et Coquillages;Morue;;;Tenihié;;;;;;;Tenihié
Animaux;Poissons De Mer Et Coquillages;Morue Verte Ou Morue Salée;;;Pagre;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Motelle;;;Pelerino;;;;;Pelerino;;
Animaux;Poissons De Mer Et Coquillages;Muge é Grosse Téte;;;Pelamido Ou Palamido;;;Palamido;;;;
Animaux;Poissons De Mer Et Coquillages;Muge Variété De;;;TraoucoPeiro TraucoPéiro Ou TrauquoPeiro TraouquoPeiroou;;;TrauquoPeiro;;TraouquoPeiroou;;
Animaux;Poissons De Mer Et Coquillages;Muge é LOeil Noir;;;Perco Méro;;;;;;;Méro
Animaux;Poissons De Mer Et Coquillages;Muge Céphale;;;Péis Fourca Pougnard;;;;;;;Fourca Pougnard
Animaux;Poissons De Mer Et Coquillages;Muge Dorée MuletDoré Tache Jaune Daurin;;;Foulado Dai Pitan DétiDeMar;;;Méditerranée;;;;Dai DétiDeMar
Animaux;Poissons De Mer Et Coquillages;Muge Provenéal;;;Vedéou Marin Biéu Marin Foco;;;Marin;;;;Marin Foco
Animaux;Poissons De Mer Et Coquillages;Muge Sauteur Exocet;;;Sauro;;;;;;;Sauro
Animaux;Poissons De Mer Et Coquillages;Muge Variété;;;Jarret Gérlo Gavaroun Gerle Iaret Jarret;;;Gérlo;;;;Gavaroun Gerle Iaret Jarret
Animaux;Poissons De Mer Et Coquillages;Mular;;;Larbo Ou Lou Pala;;;;;;;
Animaux;Poissons De Mer Et Coquillages;MuleCrenimugil Labrosus;;;Fanfré;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Mulet;;;PinoMarino;;;;;;;PinoMarino
Animaux;Poissons De Mer Et Coquillages;Mulet;;;Pegouso;;;;;;;Pegouso
Animaux;Poissons De Mer Et Coquillages;Mulet Capiton;;;Platusso;;;;;;;Platusso
Animaux;Poissons De Mer Et Coquillages;Mulet Sauteur;;;Pissovin;;;;;;;
Animaux;Poissons De Mer Et Coquillages;Muréne Muréne De Cassini X;;;Stropio Ou Dourmilhous Troupilho Troupie Ou TroupoDourmilhoue Dourmihouso Troupie Troupilho Dourmiho;;;TroupoDourmilhoue Troupilho;;Dourmihouso;;Dourmihouso Treboulino
