Thème;Catégorie;Mot francais;Synonyme francais;Description;Traduction;TradEG;TradD;TradA;TradH;TradAv;TradP;TradX
Divers;Recettes Anciennes Alimentation;Ravioles;;;Cebas;;;;;;;Cebas
Divers;Recettes Anciennes Alimentation;Raviolis Viande Hachée Dans De La Péte Que LOn Fait Frire Av A Viande Hachée Dans La Péte Cuite Avec Du Saindoux A;;;Choupin;;;;;;;Choupin
Divers;Recettes Anciennes Alimentation;Remoulade Sauce Piquante A;;;Regit;;;;;;;
Divers;Recettes Anciennes Alimentation;Riblette Au Lard Sorte DOmelette P Péte Cuite é LHuile é La Poéle Av Crépe Omelette Au Lard Gratin X;;;Fisqueiréu;;;;;;;Fisqueiréu
Divers;Recettes Anciennes Alimentation;Ris De Veau Ou DAgneau A;;;Saurengado;;;;;;;Saurengado
Divers;Recettes Anciennes Alimentation;Ris De Veau Ou DAgneau X;;;Estocofis EstocoFi;;;;;Estocofis;;EstocoFi
Divers;Recettes Anciennes Alimentation;Roquefort X;;;Taleirets;;;;;Taleirets;;
Divers;Recettes Anciennes Alimentation;Sagou X Fécule Alimentaire De Couleur Jaunétre Extraite De La Moelle De Certains Palmiers;;;TourtoDouéo;;;TourtoDouéo;;;;
Divers;Recettes Anciennes Alimentation;Salade De Fines Herbes X;;;Flausouno;;;;;;;Flausouno
Divers;Recettes Anciennes Alimentation;Sang De Dragon Liqueur Issue DUn Roseau Des Indes A;;;Trapoun;;;;;;;Trapoun
Divers;Recettes Anciennes Alimentation;Sardine Marinée Salée En Guise DAnchois A;;;Thounino;;;Thounino;;;;
Divers;Recettes Anciennes Alimentation;Sauce é LAnchois X;;;Tauroun;;;Tauroun;;;;
Divers;Recettes Anciennes Alimentation;Sauce Aux Cépres X;;;Tourtihado Ou Mayetto;;;;;;;
Divers;Recettes Anciennes Alimentation;Saucisson Av;;;Péis Saladiero Torto Tourto;;;;;;;Tourto
Divers;Recettes Anciennes Alimentation;Saugrenée Salade Avec Légumes Cuits également Haricots Noirs PAv Salade De Légumes Secs Av Plat De Légumes Ou Chétaignes;;;Pougno;;;;;;;Pougno
Divers;Recettes Anciennes Alimentation;Saupiquet â Sorte De Ragoét Ou De Sauce Piquante A X Sauce épicée é Base DOignons Et De Vin Rouge Liée Avec Du Pain Gril;;;Erbado Tian Panado;;;;;;;Tian Panado
Divers;Recettes Anciennes Alimentation;Savouret Os De Porc Salé Bouilli Avec Du Chou Pour Le Goét A;;;Croustado;;;;;;;Croustado
Divers;Recettes Anciennes Alimentation;Semoule Av Pour La Soupe;;;Tourto;;;Tourto;;;;
Divers;Recettes Anciennes Alimentation;Sorbet X;;;Matoun Pagnoto Pan Nougat;;;;;;;Matoun Pagnoto Nougat
Divers;Recettes Anciennes Alimentation;Sorte De Boisson X;;;Tourtéu;;;;;;;Tourtéu
Divers;Recettes Anciennes Alimentation;Sorte De Géteau Fait Pour Les Fétes De Village â Tortillons A â Craqueline Géteau En Forme De Cercle 04 Av;;;Roustido;;;;;Roustido;;
Divers;Recettes Anciennes Alimentation;Sorte De Géteau Pascal;;;Rastido;;;Rastido;;;;
Divers;Recettes Anciennes Alimentation;Sorte De Mets X;;;Sooussun;;;;;Sooussun;;
Divers;Recettes Anciennes Alimentation;Sorte De Petit Pain X;;;Ras Aussi Couble;;;;;Couble;;
Divers;Recettes Anciennes Alimentation;Sorte Patisserie Petit Biscuit Léger Eg;;;Calosso;;;;;;;Calosso
Divers;Recettes Anciennes Alimentation;Soupe A;;;Varmichéli Vermichéli;;;Vermichéli;;Varmichéli;;
Divers;Recettes Anciennes Alimentation;Soupe Potage A;;;Gourgoussoun Courcoéssun;;;;;;;Gourgoussoun Courcoéssun
Divers;Recettes Anciennes Alimentation;Soupe é LHuile Et é LAil X;;;Prunado;;;;;;;Prunado
Divers;Recettes Anciennes Alimentation;Soupe é LOeuf X;;;Bouletin;;;;;;;Bouletin
Divers;Recettes Anciennes Alimentation;Soupe é LOignon X;;;La Hoca;;;;;;Hoca;
Divers;Recettes Anciennes Alimentation;Soupe é LOignon X;;;Alédi;;;;;;;Alédi
Divers;Recettes Anciennes Alimentation;Soupe Au Perroquet Tranche De Pain Dans Boisson Quelconque Ou Sauce ClaireAv;;;PlantoPouerto TancoPouerto;;;;;TancoPouerto;;
Divers;Recettes Anciennes Alimentation;Soupe Au Vin;;;Revergado;;;;;;;Revergado
Divers;Recettes Anciennes Alimentation;Soupe Au Vin X;;;Baboou;;;;;;;
Divers;Recettes Anciennes Alimentation;Soupe Au Vin X;;;Bellos;;;Bellos;;;;
Divers;Recettes Anciennes Alimentation;Soupe Au Vin X;;;AoubreDrech Ou PouerriDrech;;;;;PouerriDrech;;
Divers;Recettes Anciennes Alimentation;Soupe Au Vin X Ragoét Commun X;;;Plego;;;;;Plego;;
Divers;Recettes Anciennes Alimentation;Soupe Aux Choux Ou Soupe épaisse X;;;Bindousso Balanéadou;;;Bindousso Balanéadou;;;;
Divers;Recettes Anciennes Alimentation;Soupe De Farine De Légumes Aussi Ragoét Mal Fait Av;;;Taihaire;;;;;Taihaire;;
Divers;Recettes Anciennes Alimentation;Soupe De Farines De Pois Chiche Féve Pois CarrésDélayée Dans LAu Bouillante Et Cuite Av;;;Brisque;;;;;;;Brisque
Divers;Recettes Anciennes Alimentation;Soupe De Petites Féves;;;Berno Ou Barno;;;Barno;;;;
Divers;Recettes Anciennes Alimentation;Soupe De Poissons é LOignon X;;;Garamaudo Voir Barban;;;Garamaudo;;Barban;;
Divers;Recettes Anciennes Alimentation;Soupe De Poissons Crouton Trempé Dans Le Cours Bouillon X;;;Rafagnaudo;;;;;;;Rafagnaudo
Divers;Recettes Anciennes Alimentation;Soupe Des Résiniers;;;Virobarquin Ou Calabasso Carabasso Virobouquin Calabasso Virobrouquin Ricassarello SautoSauto TiroLa;;;Calabasso;;Virobrouquin;Calabasso Carabasso;Ricassarello TiroLancet ViroBouquet
Divers;Recettes Anciennes Alimentation;Soupe Faite Avec De La Péte Coupée X;;;Bilhard;;;Bilhard;;;;
Divers;Recettes Anciennes Alimentation;Soupe Préparée Avec Des Choses Rissolées X;;;Biho;;;;;;;Biho
Divers;Recettes Anciennes Alimentation;Stocfiche Poisson Salé Et Desséché;;;Bedoulo Bisto;;;;;;;Bisto
Divers;Recettes Anciennes Alimentation;Taillerets Péte é La Farine De Froment Et Des Åufs En Forme De Vermicelles Applaties â En Haute Provence Av;;;Bocho;;;;;;Bocho;
Divers;Recettes Anciennes Alimentation;Tarte Aux Fruits Ou é La Créme A;;;Juga Au Trau;;;;;;Trau;
Divers;Recettes Anciennes Alimentation;Tarte Vol Au Vent X;;;Mai;;;;;;;Mai
Divers;Recettes Anciennes Alimentation;Terrine De Riz X;;;BouteFouéro;;;;;BouteFouéro;;
Divers;Recettes Anciennes Alimentation;Thonine Chair De Thon Coupée Et Salée A;;;Coucouméou;;;;;;;
Divers;Recettes Anciennes Alimentation;Toron Nougat Dont LOrigine Est Espagnole ACuit Dans Une Terrine De Marlusso Ou DUoux Farcis Av;;;Brandou;;;;;;;
Divers;Recettes Anciennes Alimentation;Tortillon Craquelin Tortillé En Forme DAgrafe Accrochés Aux Branches DOliviers Les Rameaux é La Fin Du Caréme Av Géteau;;;Brassaou;;;;;;;
Divers;Recettes Anciennes Alimentation;Tourte Espéce De X;;;Bricolo;;;;;;;
Divers;Recettes Anciennes Alimentation;Tourte Sorte De X;;;Bresco;;;;;;;
Divers;Recettes Anciennes Alimentation;Tourte Aux Herbes;;;Fassayo;;;;;Fassayo;;
Divers;Recettes Anciennes Alimentation;Tourte Gratin X;;;Toc;;;Toc;;;;
Divers;Recettes Anciennes Alimentation;Tourte Péte Dans Laquelle On Met De La Viande Ou Du Poisson A Tarte Av;;;Couloumbrino Boumbardo Ou Escarbuto Chicarrot Petarrot Esclafidou Esquifadou Petadou Petarrot Peto G;;;;;Couloumbrino Escarbuto;;Chicarrot Petarrot Esclafidou Esquifadou Petadou Petarrot Garrot
Divers;Recettes Anciennes Alimentation;Tourteau X;;;ManjoBacoun;;;;;;;ManjoBacoun
Divers;Recettes Anciennes Alimentation;Tourteau Petit Pain De Seigle Fouace Aux Enchois Beignet Pété Prune Sans Noyau X;;;Chaucho Viéio Estrego;;;;;;;Estrego
Divers;Recettes Anciennes Alimentation;Tranche De Pain Que LOn Fait Griller Garnie DAnchois Du Beurre â Av;;;SerVoulanto;;;SerVoulanto;;;;
Divers;Recettes Anciennes Alimentation;Tranche De Pain Rétie Que LOn Trempe Ensuite Dans Du Vin A;;;Pantouquetto;;;Pantouquetto;;;;
Divers;Recettes Anciennes Alimentation;Trempain Sauce Des Pauvres Gens â Sauce Claire Et Mal Faite Av;;;Issadouiro Pied De LAguéo;;;;;;;LAguéo
Divers;Recettes Anciennes Alimentation;Tresse DAulx Ou DOignons Tressés Avec Du Glui â Av;;;Queue Leuleu;;;;;;Leuleu;
Divers;Recettes Anciennes Alimentation;Trognon De Chou X;;;ChichiBéli;;;;;;;ChichiBéli
Divers;Recettes Anciennes Alimentation;Vermicelle Que LOn Met Dans Le Bouillon Av;;;Bounbardello Esquincheto Espousqueto Giscladouiro;;;;;;;Bounbardello Esquincheto Espousqueto Giscladouiro
Divers;Recettes Anciennes Alimentation;Viande De Péte Séchée;;;Restoubla;;;;;;;Restoubla
Divers;Recettes Anciennes Alimentation;Vin De Prunelles X;;;Escarabilheto Juga A Cluga Escarabilleto De Veire Meni Moun Ai ArrapoArrapo CatoOrbo Escarabérni Esc;;;Escarabilheto;;Ai;Cluga Veire;ArrapoArrapo CatoOrbo Escarrabiheto MéniMounAi Moulineto MulieroMuliereto TartanisTartanas
Divers;Recettes Anciennes Alimentation;Zeste DOrange X;;;Enqueirado;;;Enqueirado;;;;
Divers;Jeux Traditions Croyances Oubliés;30 Points Dans Trente Boules Qui Renferment Des Papiers Ou Est Inscrit Un Chiffre P;;;Fatorgo;;;;;;;Fatorgo
Divers;Jeux Traditions Croyances Oubliés;Alleu â Terre Libre Ne Relevant DAucun Seigneur Ni Droit X;;;Carlamuso Carlamué Ou Carnamué Fanfogno Zambougno;;;Fanfogno;;Carnamué;Carlamuso;Zambougno
Divers;Jeux Traditions Croyances Oubliés;Amusement Enfants Bois Rond 3 Pouces De Long Avec Pointe En Fer Au Bout Et Quatre Ailes é LAutre Bout Av Ils Devaient SE;;;Jambougno;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Ancienne Danse X;;;Cournet;;;Cournet;;;;
Divers;Jeux Traditions Croyances Oubliés;Animal Imaginaire Pour Menacer Les Enfants Eg Terme Exprimant La Peur Que LOn Fait Aux Enfants;;;Merso;;;Merso;;;;
Divers;Jeux Traditions Croyances Oubliés;Appellation Des Figures Des Jeux De Cartes A;;;Tarabast Renet Tarabas Crasinetto Troquo Tarabat Cliquetto Troquo Reinetto TicTac Tiquelat Coucho Ca;;Tarabast;Renet Tarabas Cliquetto;;Reinetto Tiquelat;Troquo;Caremo Martavello Tenébro Truqueto
Divers;Jeux Traditions Croyances Oubliés;Arbre Droit Av;;;Tarrabas;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Aux Cartes Faire Une Levée Avoir La Main Av Ou Pli Av;;;Uyard;;;;;Uyard;;
Divers;Jeux Traditions Croyances Oubliés;Balanéoire A Av Qui Bascule A;;;Tato;;;Tato;;;;
Divers;Jeux Traditions Croyances Oubliés;Banquier Au Jeu De Cartes Av;;;Allemando;;;Allemando;;;;
Divers;Jeux Traditions Croyances Oubliés;Bétonnet Jeux DEnfant X;;;Matouchino;;;Matouchino;;;;
Divers;Jeux Traditions Croyances Oubliés;Berne Jeu Avec 4 Personnes Qui Font Sauter Une Autre Sur Une CouvertureA;;;Das Dat;;;;;;;Dat
Divers;Jeux Traditions Croyances Oubliés;Béte Noire â Pour Faire Peur Aux Enfants;;;Farinet;;;;;;Farinet;
Divers;Jeux Traditions Croyances Oubliés;Béte Noire X;;;Maio;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Bilboquet;;;Divesso Divo;;;;;;;Divo
Divers;Jeux Traditions Croyances Oubliés;Billard A Bilho Boule De Billard;;;Devineuso Sourciero Masquo;;;Masquo;;;;
Divers;Jeux Traditions Croyances Oubliés;Bille Jeu Du Bétonnet X;;;Pet Sequo Devolo;;;;;Devolo;;
Divers;Jeux Traditions Croyances Oubliés;Bille é Jouer X;;;Méste Moucho;;;;;;;Moucho
Divers;Jeux Traditions Croyances Oubliés;Boule;;;Babaraude;;;;;;;Babaraude
Divers;Jeux Traditions Croyances Oubliés;Boulette Jouer é;;;Drac;;;Drac;;;;
Divers;Jeux Traditions Croyances Oubliés;Bouquet Ou Rameau Que LOn Met Sur La Porte De QuelquUn Au Premier Mai;;;Dragoun;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;BouteHors Jeu Ancien Av;;;Couloubrau;;;;;;;Couloubrau
Divers;Jeux Traditions Croyances Oubliés;Bouton De La Toupie Eg;;;Peroto;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Branle Ronde Des Enfants Ou LOn Tourne En Se Tenant La Main Eg Av;;;Druidous Druido Druidesso;;;Druidous;;;;Druidesso
Divers;Jeux Traditions Croyances Oubliés;Brassard Jeu De Ballon Dans Le Var Eg;;;Escasso Echassos Escassos Escarsos;;;Escarsos;;;;
Divers;Jeux Traditions Croyances Oubliés;Bricole Retour De La Balle Jeu De Paume Ou La Boule De Billard Aprés Avoir Frappé La Bande Ou Le Mur Eg;;;Escasso;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Brisque Terme De Jeu De Cartes Av;;;Echecs;;;Echecs;;;;
Divers;Jeux Traditions Croyances Oubliés;Bécher Sur Une Charrette Que LOn Proméne Dans Le Village Le Soir De La Veille De Sa Féte En Signe De Réjouissances Publi;;;Escaquié Taulié;;;;;;;Taulié
Divers;Jeux Traditions Croyances Oubliés;But Que LOn Vise Sorte De Jeu De Boules Ou De Palets AAv En Pierre Ou En Bois;;;Encantaire Encantament Masquarie;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Cannoniére Sureau Coupé En Deux Bouché Aux Extrémités Qui Fait Du Bruit Quand On Souffle Dedans Av Morceau De Sureau Co;;;Fadar Enfada;;;Fadar;;;;Enfada
Divers;Jeux Traditions Croyances Oubliés;Carnaval X;;;Encloouvar Enmasquar Ensourcelar Sauclamiar Embelina Enfachinage Enmasca Ensourcela;;;Sauclamiar;;;;Embelina Ensourcela
Divers;Jeux Traditions Croyances Oubliés;Cauchemard étre Imaginaire Qui Provoque Cauchemard X;;;Torum;;;;;;Torum;
Divers;Jeux Traditions Croyances Oubliés;Cerf Volant A;;;Tibes;;;;;;;Tibes
Divers;Jeux Traditions Croyances Oubliés;Chanson De Paysan A;;;QuicheQuichoun;;;;;;;QuicheQuichoun
Divers;Jeux Traditions Croyances Oubliés;Charret Ou Jeu Du Moulin;;;Quihandro;;;;;;;Quihandro
Divers;Jeux Traditions Croyances Oubliés;Chenille Ou Le Premier Doit Attraper Le Dernier P;;;Fouleton Fouletoun;;;Fouleton;;;Fouletoun;
Divers;Jeux Traditions Croyances Oubliés;Chiffon QuOn Suspend Au Dos De QuelquUn Pour Rire X;;;Babau Garamaudo;;;;;;;Garamaudo
Divers;Jeux Traditions Croyances Oubliés;Clau Juga A La Clau Sur La Taulo â Jouer Au Galet P;;;Moulino;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Clifoire â Jouet Fait Avec Un Morceau De Sureau;;;Boou;;;;;Boou;;
Divers;Jeux Traditions Croyances Oubliés;Coiffer Ste Catherine X;;;Destrounfla;;;;;;;Destrounfla
Divers;Jeux Traditions Croyances Oubliés;CollinMaillard AX Jouer é Colin Maillard P X;;;Paparaugno;;;;;;;Paparaugno
Divers;Jeux Traditions Croyances Oubliés;Combat DEnfants é Coups De Pierres A;;;Farandoulo Farandouiho Ferandoulo;;;Ferandoulo;;Farandouiho;;
Divers;Jeux Traditions Croyances Oubliés;Comte De Fée Mythe X;;;Espiritoun Fouletoun Espiritoun Esglariat;;;Espiritoun Fouletoun Esglariat;;;;
Divers;Jeux Traditions Croyances Oubliés;Cornemuse PAX Instrument De Musique Utilisé Par Les Paysans Des Montagnes A Cornemuse Ou Vielle X;;;Rafagnau;;;;;;;Rafagnau
Divers;Jeux Traditions Croyances Oubliés;Cornemuse Terme De Montagne Eg Ou Viele En Franéais A;;;Fantino;;;;;;;Fantino
Divers;Jeux Traditions Croyances Oubliés;Cornet Pour Jouer Aux Dés Cournet De Terro Fait é St Zacharie A;;;Fado;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Couleur Des Cartes é Jouer A;;;Caramantran également Carmantran;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Crécelle DX Utilisée Pendant La Période De Péques Pour Remplacer Les Cloches Utlisée Pour Les Messes Tardives Par Les R;;;Maienco;;;;;;;Maienco
Divers;Jeux Traditions Croyances Oubliés;Crécelle Pour Sonner Les Offices Aux Trois Derniers Jours De La Semaine Sainte EgAv P;;;Majo Fésto Ou Maje Fésto;;;;;;;Fésto
Divers;Jeux Traditions Croyances Oubliés;Cyclope Av;;;Reinage;;;;;;;Reinage
Divers;Jeux Traditions Croyances Oubliés;Dada Terme Enfantin Pour Petit Cheval A;;;Cabanéu;;;;;;;Cabanéu
Divers;Jeux Traditions Croyances Oubliés;Danse En Vogue Au Xvi éme A;;;Lume De Sant éume;;;;;;;éume
Divers;Jeux Traditions Croyances Oubliés;Danse Réalisée Pendant Le Carnaval Deis Boufets Routs Les Personnes Qui Dansent Portent Des Soufflets Et Cirent En Saut;;;Parantout;;;Parantout;;;;
Divers;Jeux Traditions Croyances Oubliés;Dé é Jouer;;;Fouagi;;;Fouagi;;;;
Divers;Jeux Traditions Croyances Oubliés;Dé é Jouer Une Face Marquée De Points On Joue Avec Six Dés P;;;Froundo;;;;;Froundo;;
Divers;Jeux Traditions Croyances Oubliés;De Maéa â Féte De Mai Ou Les Jeunes Filles Sont Sur Des Tables Et DAutres Demandent Aux Passants De LArgent Eg;;;Amiroun;;;;;;;Amiroun
Divers;Jeux Traditions Croyances Oubliés;Déesse X;;;Debasta Se Desembasta;;;;;;Desembasta;
Divers;Jeux Traditions Croyances Oubliés;Devineresse A;;;Genio;;;Genio;;;;
Divers;Jeux Traditions Croyances Oubliés;Devole â Terme De Jeu De Carte Av;;;Descord;;;;;;;Descord
Divers;Jeux Traditions Croyances Oubliés;Diable Le;;;Grifoun;;;Grifoun;;;;
Divers;Jeux Traditions Croyances Oubliés;Domino X;;;Tabacan;;;;;;;Tabacan
Divers;Jeux Traditions Croyances Oubliés;Drac Animal Fabuleux Généralement Maléfique A Ogre Qui Mange Les Hommes;;;Guerin Guerin Gailho;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Dragon EgAX;;;Poulo;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Dragon Serpent Fabuleux X;;;Harpio;;;Harpio;;;;
Divers;Jeux Traditions Croyances Oubliés;Droit Payé é La Jeunesse Par Jeune Marié LorsquIl NHabite Pas Le Pays Eg;;;Nadalet Ou Nadau;;;;;;;Nadau
Divers;Jeux Traditions Croyances Oubliés;Druides;;;Clinquettos;;;;;Clinquettos;;
Divers;Jeux Traditions Croyances Oubliés;Echasse;;;Liaire;;;;;;;Liaire
Divers;Jeux Traditions Croyances Oubliés;échasses;;;Quihot;;;;;;;Quihot
Divers;Jeux Traditions Croyances Oubliés;Echecs;;;Coucou Voir Bano;;;Bano;;;Coucou;
Divers;Jeux Traditions Croyances Oubliés;échiquier X;;;Carsalado;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Enchanteur Sortilége;;;Toupinet;;;;;;;Toupinet
Divers;Jeux Traditions Croyances Oubliés;Ensorceler Féer A X Enchanter Féer X;;;Pampade;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Ensorceler Jeter Un Maléfice EgA;;;Bedin;;;Bedin;;;;
Divers;Jeux Traditions Croyances Oubliés;Espéce De Dé Traversé Par Une Cheville Sur Laquelle On Le Fait Tourner Le Dé Est Marqué De Différentes Lettres Sur Ses F;;;Réiro Tiropeou;;;Tiropeou;;;;
Divers;Jeux Traditions Croyances Oubliés;Espéce De Jeu X;;;Talitaposto;;;Talitaposto;;;;
Divers;Jeux Traditions Croyances Oubliés;Espéce De Jeu X Ou Oiseau Imaginaire X;;;Escandéli Escanduéli;;;;;;;Escanduéli
Divers;Jeux Traditions Croyances Oubliés;Espéce De Jeux De Carte Eg Av Bataille;;;Truco Touquet;;;;;;;Touquet
Divers;Jeux Traditions Croyances Oubliés;Espéce De Toupie X;;;GuerinGuingaio GuerinGuerinGaio;;;;;;;GuerinGuerinGaio
Divers;Jeux Traditions Croyances Oubliés;Esprit FeuFollet Lutin Farfadet Fantéme;;;Faire LEscaravar Escarava Escaravai;;;;;;;Escaravai
Divers;Jeux Traditions Croyances Oubliés;étre Imaginaire Croquemitaine Béte Noire Personne Masquée X;;;Fichibarau;;;Fichibarau;;;;
Divers;Jeux Traditions Croyances Oubliés;Faire La Pirouette Autour DUn Béton Droit P;;;EscampoBarrieou EscampoBarriéu Petangoulo Pet En Gueule;;;;;;;EscampoBarriéu
Divers;Jeux Traditions Croyances Oubliés;Faire La Vole Est Un Terme Du Jeu De Vendome Av;;;Doigt;;;;;;Doigt;
Divers;Jeux Traditions Croyances Oubliés;Faire Tomber Les Atouts Priver DAtouts X;;;SautoBancau;;;;;;;SautoBancau
Divers;Jeux Traditions Croyances Oubliés;Fantéme X;;;Grapaudoun;;;;;;;Grapaudoun
Divers;Jeux Traditions Croyances Oubliés;Farandole Eg A Av En Franéais Branle é Mener A;;;Chinchirinélli;;;;;;;Chinchirinélli
Divers;Jeux Traditions Croyances Oubliés;Farfadet A Lutin A;;;Rascalet;;;;;;;Rascalet
Divers;Jeux Traditions Croyances Oubliés;Farfadet X;;;RegoloBarriéu;;;;;;;RegoloBarriéu
Divers;Jeux Traditions Croyances Oubliés;Fée Sorte De X;;;ToumboBello;;;;;;;ToumboBello
Divers;Jeux Traditions Croyances Oubliés;Fée Sorte De Nymphe Divinité Magique EgAv A;;;Crous Espilo;;;;;;;Espilo
Divers;Jeux Traditions Croyances Oubliés;Féte De Janvier Issue Des Romains Eg Av A;;;ToumboLévo;;;;;;;ToumboLévo
Divers;Jeux Traditions Croyances Oubliés;Féte Du Premier Mai X;;;Equipé;;;;;;;Equipé
Divers;Jeux Traditions Croyances Oubliés;Féte Patronale X;;;SéntiCaio;;;;;;;SéntiCaio
Divers;Jeux Traditions Croyances Oubliés;Féte Votive X;;;Moucho;;;Moucho;;;;
Divers;Jeux Traditions Croyances Oubliés;Feu De La St Jean X;;;Fourre;;;;;;;Fourre
Divers;Jeux Traditions Croyances Oubliés;Feu Follet X;;;Brescambilho Brusquembille;;;;;;;Brusquembille
Divers;Jeux Traditions Croyances Oubliés;Fossette Jeu DEnfants A;;;Besti Ou La Bourro;;;Bourro;;;;
Divers;Jeux Traditions Croyances Oubliés;Fouage Droit Du Seigneur Sur Le Pain A;;;Tantouro;;;;;;;Tantouro
Divers;Jeux Traditions Croyances Oubliés;Fronde Av;;;Parlaire;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Fronde Sorte De X;;;Batailho Aussi Espitau;;;Espitau;;;;
Divers;Jeux Traditions Croyances Oubliés;Gagner LAcquis P Terme De Joueur;;;FremoGrosso Passo Chin Patincho SautoChin Sauto LAse;;;;;;;Chin Patincho LAse
Divers;Jeux Traditions Croyances Oubliés;Génie Esprit Ou Démont A;;;Reinard Reinar;;;Reinard;;;Reinar;
Divers;Jeux Traditions Croyances Oubliés;Genre De Poésie Usitée Chez Les Troubadours X;;;Peiro Resquilhoue;;;Resquilhoue;;;;
Divers;Jeux Traditions Croyances Oubliés;Griffon â Animal Fabuleux A;;;Couer;;;;;;;Couer
Divers;Jeux Traditions Croyances Oubliés;Grosse Boule Au Jeu De Mail X;;;TiroViro Biribi;;;;;;;
Divers;Jeux Traditions Croyances Oubliés;Guerin Guerin Gailho Martin De La Pailho Quu Fara Dessous Pagara Per Tous A;;;Croco Mela;;;;;;;Mela
Divers;Jeux Traditions Croyances Oubliés;Guerre Nom DUn Jeu De Billard A;;;Oy;;;L;;;;
Divers;Jeux Traditions Croyances Oubliés;Harpie Oiseau Fabuleux A;;;Cabrinet;;;;;;;Cabrinet
Divers;Jeux Traditions Croyances Oubliés;Huitaine Qui Précéde Noél Pendant Neuf Jours Ont Fait Sonner Les Cloches X;;;Targo;;;;;Targo;;
Divers;Jeux Traditions Croyances Oubliés;Instrument Composé De Deux Bois Et Deux Os QuOn Met Entre Les 3 Premiers Doigts Dont On Tire Un Son Av;;;Manitorto;;;;;;;Manitorto
Divers;Jeux Traditions Croyances Oubliés;Jeteur De Sorts;;;Pantouquet;;;;;;;Pantouquet
Divers;Jeux Traditions Croyances Oubliés;Jeu Resquihot But Au Jeu De Quihot X;;;Boulineto;;;;;;;Boulineto
Divers;Jeux Traditions Croyances Oubliés;Jeu P Jeu De Carte Nommé Hére A X;;;Paumo Tricot Mestre Du Juec De Paumo;;;;;;Paumo Paumo;Tricot
